date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:13:28	25746/25746	---M--	200	added ('OK')	text/html	etag:%226492-5534626a95140%22	http://jobpress.icookcode.net/dev/blog-single-fullwidth-image.html	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/blog-single-fullwidth-image.html	(from http://jobpress.icookcode.net/dev/index.html)
16:13:30	28789/28789	---M--	200	added ('OK')	text/html	etag:%227075-5534626a95140%22	http://jobpress.icookcode.net/dev/help.html	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/help.html	(from http://jobpress.icookcode.net/dev/index.html)
16:13:31	16758/16758	---M--	200	added ('OK')	text/html	etag:%224176-5534626a95140%22	http://jobpress.icookcode.net/dev/contact-us-full-width.html	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/contact-us-full-width.html	(from http://jobpress.icookcode.net/dev/index.html)
16:13:31	16629/16629	---M--	200	added ('OK')	text/html	etag:%2240f5-5534626a95140%22	http://jobpress.icookcode.net/dev/pricing-plans.html	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/pricing-plans.html	(from http://jobpress.icookcode.net/dev/index.html)
16:13:32	1573/1573	---M--	200	added ('OK')	image/png	etag:%22625-5534626a95140%22	http://jobpress.icookcode.net/dev/images/feature-icon01.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/feature-icon01.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:33	1504/1504	---M--	200	added ('OK')	image/png	etag:%225e0-5534626a95140%22	http://jobpress.icookcode.net/dev/images/feature-icon02.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/feature-icon02.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:33	2163/2163	---M--	200	added ('OK')	image/png	etag:%22873-5534626a95140%22	http://jobpress.icookcode.net/dev/images/profile-icon01.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/profile-icon01.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:34	1945/1945	---M--	200	added ('OK')	image/jpeg	etag:%22799-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo01.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo01.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:34	2009/2009	---M--	200	added ('OK')	image/jpeg	etag:%227d9-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo02.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo02.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:35	3794/3794	---M--	200	added ('OK')	image/jpeg	etag:%22ed2-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo03.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo03.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:35	2620/2620	---M--	200	added ('OK')	image/jpeg	etag:%22a3c-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo04.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo04.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:35	4238/4238	---M--	200	added ('OK')	image/jpeg	etag:%22108e-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo05.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo05.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:35	1904/1904	---M--	200	added ('OK')	image/png	etag:%22770-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon01.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon01.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:36	1339/1339	---M--	200	added ('OK')	image/png	etag:%2253b-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon02.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon02.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:36	1941/1941	---M--	200	added ('OK')	image/png	etag:%22795-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon03.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon03.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:37	1579/1579	---M--	200	added ('OK')	image/png	etag:%2262b-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon04.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon04.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:37	1903/1903	---M--	200	added ('OK')	image/png	etag:%2276f-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon05.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon05.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:37	1815/1815	---M--	200	added ('OK')	image/png	etag:%22717-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon06.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon06.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:38	1081/1081	---M--	200	added ('OK')	image/png	etag:%22439-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon07.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon07.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:38	1736/1736	---M--	200	added ('OK')	image/png	etag:%226c8-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon08.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon08.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:38	1687/1687	---M--	200	added ('OK')	image/png	etag:%22697-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon09.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon09.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:39	1375/1375	---M--	200	added ('OK')	image/png	etag:%2255f-5534626a95140%22	http://jobpress.icookcode.net/dev/images/category-icon10.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/category-icon10.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:39	3639/3639	---M--	200	added ('OK')	image/jpeg	etag:%22e37-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo06.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo06.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:40	3830/3830	---M--	200	added ('OK')	image/jpeg	etag:%22ef6-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo07.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo07.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:40	2798/2798	---M--	200	added ('OK')	image/jpeg	etag:%22aee-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo08.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo08.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:40	3190/3190	---M--	200	added ('OK')	image/jpeg	etag:%22c76-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo09.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo09.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:41	3411/3411	---M--	200	added ('OK')	image/jpeg	etag:%22d53-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company-logo10.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company-logo10.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:43	9366/9366	---M--	200	added ('OK')	image/jpeg	etag:%222496-5534626a95140%22	http://jobpress.icookcode.net/dev/images/news-grid02.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/news-grid02.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:43	15668/15668	---M--	200	added ('OK')	image/jpeg	etag:%223d34-5534626a95140%22	http://jobpress.icookcode.net/dev/images/news-grid01.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/news-grid01.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:44	179292/179292	---M--	200	added ('OK')	image/jpeg	etag:%222bc5c-5534626a95140%22	http://jobpress.icookcode.net/dev/images/background01.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/background01.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:44	8020/8020	---M--	200	added ('OK')	image/jpeg	etag:%221f54-5534626a95140%22	http://jobpress.icookcode.net/dev/images/news-grid03.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/news-grid03.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:13:44	2435/2435	---M--	200	added ('OK')	image/png	etag:%22983-5534626a95140%22	http://jobpress.icookcode.net/dev/images/client-logo01.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/client-logo01.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:45	2212/2212	---M--	200	added ('OK')	image/png	etag:%228a4-5534626a95140%22	http://jobpress.icookcode.net/dev/images/client-logo03.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/client-logo03.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:45	8839/8839	---M--	200	added ('OK')	image/png	etag:%222287-5534626a95140%22	http://jobpress.icookcode.net/dev/images/client-logo02.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/client-logo02.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:45	2311/2311	---M--	200	added ('OK')	image/png	etag:%22907-5534626a95140%22	http://jobpress.icookcode.net/dev/images/client-logo04.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/client-logo04.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:46	5311/5311	---M--	200	added ('OK')	image/png	etag:%2214bf-5534626a95140%22	http://jobpress.icookcode.net/dev/images/client-logo05.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/client-logo05.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:46	6428/6428	---M--	200	added ('OK')	image/png	etag:%22191c-5534626a95140%22	http://jobpress.icookcode.net/dev/images/client-logo06.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/client-logo06.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:47	3817/3817	---M--	200	added ('OK')	image/png	etag:%22ee9-5534626a95140%22	http://jobpress.icookcode.net/dev/images/footer-logo.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/footer-logo.png	(from http://jobpress.icookcode.net/dev/index.html)
16:13:49	36816/36816	---M-Z	200	added ('OK')	application/javascript	etag:%228fd0-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/bootstrap.min.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/bootstrap.min.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:51	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/owl.carousel.min.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/owl.carousel.min.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:51	86708/86708	---M-Z	200	added ('OK')	application/javascript	etag:%22152b4-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/jquery-3.1.1.min.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/jquery-3.1.1.min.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:52	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/wow.min.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/wow.min.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:53	21104/21104	---M-Z	200	added ('OK')	application/javascript	etag:%225270-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/tagsinput.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/tagsinput.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:55	98636/98636	---M-Z	200	added ('OK')	application/javascript	etag:%221814c-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/typehead.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/typehead.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:56	8833/8833	---M-Z	200	added ('OK')	application/javascript	etag:%222281-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/jquery.waypoints.min.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:56	69075/69075	---M-Z	200	added ('OK')	application/javascript	etag:%2210dd3-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/bootstrap-select.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/bootstrap-select.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:56	2501/2501	---M-Z	200	added ('OK')	application/javascript	etag:%229c5-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/jquery.countTo.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/jquery.countTo.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:57	6949/6949	---M-Z	200	added ('OK')	application/javascript	etag:%221b25-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/imagesloaded.pkgd.min.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:58	37744/37744	---M-Z	200	added ('OK')	application/javascript	etag:%229370-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/isotope.pkgd.min.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:59	20219/20219	---M-Z	200	added ('OK')	application/javascript	etag:%224efb-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/jquery.magnific-popup.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/jquery.magnific-popup.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:59	16157/16157	---M-Z	200	added ('OK')	application/javascript	etag:%223f1d-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/js/scripts.js	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/js/scripts.js	(from http://jobpress.icookcode.net/dev/index.html)
16:13:59	676/676	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2029%20Dec%202017%2010:14:00%20GMT	http://jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.eot	(from http://jobpress.icookcode.net/dev/css/bootstrap.min.css)
16:14:00	676/676	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2029%20Dec%202017%2010:14:00%20GMT	http://jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regulard41d.eot	(from http://jobpress.icookcode.net/dev/css/bootstrap.min.css)
16:14:00	676/676	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2029%20Dec%202017%2010:14:01%20GMT	http://jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.woff2	(from http://jobpress.icookcode.net/dev/css/bootstrap.min.css)
16:14:00	676/676	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2029%20Dec%202017%2010:14:01%20GMT	http://jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.woff	(from http://jobpress.icookcode.net/dev/css/bootstrap.min.css)
16:14:01	676/676	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2029%20Dec%202017%2010:14:01%20GMT	http://jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.ttf	(from http://jobpress.icookcode.net/dev/css/bootstrap.min.css)
16:14:01	118052/118052	---M--	200	added ('OK')	image/jpeg	etag:%221cd24-5534626a95140%22	http://jobpress.icookcode.net/dev/images/background03.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/background03.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:14:01	676/676	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2029%20Dec%202017%2010:14:02%20GMT	http://jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/glyphicons-halflings-regular.svg	(from http://jobpress.icookcode.net/dev/css/bootstrap.min.css)
16:14:09	229370/229370	---M--	200	added ('OK')	image/jpeg	etag:%2237ffa-5534626a95140%22	http://jobpress.icookcode.net/dev/images/background02.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/background02.jpg	(from http://jobpress.icookcode.net/dev/index.html)
16:14:12	333834/333834	---M--	200	added ('OK')	image/svg+xml	etag:%225180a-5534626a95140%22	http://jobpress.icookcode.net/dev/fonts/ionicons/fonts/ionicons.svg?v=2.0.0	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/ionicons/fonts/ionicons28b5.svg	(from http://jobpress.icookcode.net/dev/fonts/ionicons/css/ionicons.min.css)
16:14:14	676/676	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2029%20Dec%202017%2010:14:14%20GMT	http://jobpress.icookcode.net/dev/css/owl.video.play.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/css/owl.video.play.png	(from http://jobpress.icookcode.net/dev/css/owl.carousel.css)
16:14:15	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d794-5534626a95140-gzip%22	http://jobpress.icookcode.net/dev/fonts/ionicons/fonts/ionicons.eot?v=2.0.0	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/ionicons/fonts/ionicons28b5.eot	(from http://jobpress.icookcode.net/dev/fonts/ionicons/css/ionicons.min.css)
16:14:15	676/676	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2029%20Dec%202017%2010:14:15%20GMT	http://jobpress.icookcode.net/dev/images/dropdown.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/dropdown.png	(from http://jobpress.icookcode.net/dev/css/style.css)
16:14:16	67904/67904	---M--	200	added ('OK')	application/x-font-woff	etag:%2210940-5534626a95140%22	http://jobpress.icookcode.net/dev/fonts/ionicons/fonts/ionicons.woff?v=2.0.0	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/fonts/ionicons/fonts/ionicons28b5.woff	(from http://jobpress.icookcode.net/dev/fonts/ionicons/css/ionicons.min.css)
16:14:22	39512/39512	---M--	200	added ('OK')	image/jpeg	etag:%229a58-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company01.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company01.jpg	(from http://jobpress.icookcode.net/dev/about.html)
16:14:24	5435/5435	---M--	200	added ('OK')	image/png	etag:%22153b-5534626a95140%22	http://jobpress.icookcode.net/dev/images/vision-icon.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/vision-icon.png	(from http://jobpress.icookcode.net/dev/about.html)
16:14:24	52271/52271	---M--	200	added ('OK')	image/jpeg	etag:%22cc2f-5534626a95140%22	http://jobpress.icookcode.net/dev/images/company02.jpg	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/company02.jpg	(from http://jobpress.icookcode.net/dev/about.html)
16:14:25	4813/4813	---M--	200	added ('OK')	image/png	etag:%2212cd-5534626a95140%22	http://jobpress.icookcode.net/dev/images/our-mission-icon.png	C:/My%20Web%20Sites/staffnetwork/jobpress.icookcode.net/dev/images/our-mission-icon.png	(from http://jobpress.icookcode.net/dev/about.html)
